score,year,make,model,trim,price,net_cost_8mo,accidents,one_owner,carfax_url,loss_private,loss_instant,expected_repairs,fees,miles,miles_at_sale,liquidity,expected_price,under_market,color,body,seller_type,dealer,city,source,reliability,complaints,recalls,first_seen,days_listed,price_drop,is_new,url,reliability_note
55.4,2020,Hyundai,Accent,SE 4dr Sedan (1.6L 4cyl CVT),14599,8134,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPC24A67LE123887&partner=FRD_2,5700,7264,229,1528,64175,72175,0.75,13667,-932,Absolute Black,sedan,dealer,CarMax Irvine,Irvine,auto.dev,100.0,12,,2026-09-20,4,0,False,https://www.autolist.com/hyundai-accent#vin=3KPC24A67LE123887,
55.4,2016,Volkswagen,Golf,TSI SEL 4dr Hatchback (1.8L 4cyl Turbo 6A),7995,6240,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VW217AU1GM042455&partner=FRD_2,2453,4082,964,974,133000,141000,0.46499999999999997,7235,-760,Blue,hatchback,dealer,Best Way Motors Inc,San Diego,auto.dev,46.2,85,,2026-09-20,4,0,False,https://www.autolist.com/volkswagen-golf#vin=3VW217AU1GM042455,Timing-chain tensioner and DSG mechatronic history; parts cost more
55.3,2017,Volkswagen,Jetta,1.4T S 4dr Sedan (1.4L 4cyl Turbo 6A),9939,7209,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VW2B7AJ3HM282224&partner=FRD_2,3994,5481,641,1137,108000,116000,0.6000000000000001,9857,-82,Black,sedan,dealer,Mercedes-Benz of Laguna Niguel,Laguna Niguel,auto.dev,69.0,159,,2026-09-20,4,0,False,https://www.autolist.com/volkswagen-jetta#vin=3VW2B7AJ3HM282224,Pre-MQB: timing-chain tensioner history
55.2,2020,Hyundai,Elantra,SEL 4dr Sedan (2.0L 4cyl CVT),13998,6902,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5NPD84LF0LH602356&partner=FRD_2,3978,5702,462,1478,89075,97075,0.6900000000000001,13620,-378,Stellar Silver,sedan,dealer,CarMax Murrieta,Murrieta,auto.dev,62.9,250,,2026-09-23,1,0,False,https://www.autolist.com/hyundai-elantra#vin=5NPD84LF0LH602356,
55.1,2020,Hyundai,Veloster,Turbo Ultimate 3dr Hatchback (1.6L 4cyl Turbo 7AM),17084,7984,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KMHTH6AB7LU028508&partner=FRD_2,4860,6954,242,1737,59631,67631,0.75,16017,-1067,Black,hatchback,dealer,Carnova,San Diego,auto.dev,90.9,24,,2026-09-20,4,0,False,https://www.car-nova.com/pre-owned-cars/detail/x/1553766,
54.9,2018,Mazda,CX-5,Touring 4dr SUV (2.5L 4cyl 6A),14915,7441,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JM3KFACM5J0325005&partner=FRD_2,4352,6170,485,1555,80951,88951,0.6900000000000001,17317,2402,Gray,small_suv,dealer,Aaron Chevrolet,Lake Elsinore,auto.dev,67.8,117,,2026-09-24,0,0,True,https://aaronfordoflakeelsinore.com/used/Mazda/2018-Mazda-Mazda-CX-5-f08ba77fac185c3035c89e234b128807.htm,
54.9,2022,Hyundai,Elantra,SEL 4dr Sedan (2.0L 4cyl CVT),18110,7984,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KMHLN4AGXNU353018&partner=FRD_2,5100,7325,160,1823,53001,61001,0.75,17707,-403,Blue,sedan,dealer,Tuttle-Click Hyundai,Irvine,auto.dev,100.0,100,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/KMHLN4AGXNU353018,
54.9,2019,Kia,Forte,S 4dr Sedan (2.0L 4cyl CVT),13243,6612,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPF34AD5KE043012&partner=FRD_2,3800,5429,461,1414,65611,73611,0.75,12821,-422,Gray,sedan,dealer,Pacific Honda,San Diego,auto.dev,43.0,147,,2026-09-20,4,137,False,https://www.carfax.com/vehicle/3KPF34AD5KE043012,
54.9,2017,Hyundai,Ioniq,Blue 4dr Hatchback (1.6L 4cyl gas/electric hybrid 6AM),11622,7775,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KMHC75LC8HU031718&partner=FRD_2,4559,6310,577,1278,101453,109453,0.6000000000000001,13171,1549,Black,hatchback,dealer,Hyundai of El Cajon,El Cajon,auto.dev,75.0,0,,2026-09-20,4,498,False,https://www.carfax.com/vehicle/KMHC75LC8HU031718,
54.9,2018,Kia,Forte,LX 4dr Sedan (2.0L 4cyl 6A),13998,6801,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPFK4A77JE265952&partner=FRD_2,3978,5702,412,1478,51238,59238,0.75,12466,-1532,White,sedan,dealer,CarMax Irvine,Irvine,auto.dev,61.4,136,,2026-09-20,4,0,False,https://www.autolist.com/kia-forte#vin=3KPFK4A77JE265952,
54.8,2020,Subaru,Crosstrek,,17981,8026,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JF2GTAEC2LH278565&partner=FRD_2,5069,7278,243,1812,49685,57685,0.75,20261,2280,Magnetite Gray Metallic,small_suv,dealer,aaron ford of lake elsinore,Lake Elsinore,auto.dev,90.5,69,,2026-09-20,4,0,False,https://aaronfordoflakeelsinore.com/used/Subaru/2020-Subaru-Crosstrek-a688b4c8ac184067335a66be0dd88ae7.htm,
54.7,2017,Kia,Forte,LX 4dr Sedan (2.0L 4cyl 6M),8171,5824,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPFK4A72HE064700&partner=FRD_2,2494,3893,1018,988,102531,110531,0.6000000000000001,9299,1128,Black,sedan,dealer,Siry Auto,San Diego,auto.dev,0.0,301,,2026-09-20,4,0,False,https://www.autolist.com/kia-forte#vin=3KPFK4A72HE064700,
54.6,2021,Honda,Civic,Sport 4dr Sedan (2.0L 4cyl CVT),13999,7785,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2HGFC2F87MH518197&partner=FRD_2,3978,6508,532,1478,135526,143526,0.46499999999999997,17285,3286,Unspecified,sedan,dealer,Prestige Auto Source,National City,auto.dev,82.2,143,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/2HGFC2F87MH518197,1.5L turbo oil dilution - warm climate helps; confirm it is not the turbo trim
54.6,2023,Kia,Soul,GT-Line 4dr Wagon (2.0L 4cyl CVT),18080,7986,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ53AU4P7883112&partner=FRD_2,5093,7314,172,1821,40188,48188,0.75,16844,-1236,Gray,hatchback,dealer,Ken Grody Ford Carlsbad,Carlsbad,auto.dev,94.3,50,,2026-09-20,4,0,False,https://www.autolist.com/kia-soul#vin=KNDJ53AU4P7883112,
54.3,2023,Kia,Forte,LX 4dr Sedan (2.0L 4cyl CVT),16141,7454,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPF24AD1PE508234&partner=FRD_2,4639,6613,248,1658,47025,55025,0.75,17501,1360,White,sedan,dealer,Xtreme Auto Group,Temecula,auto.dev,58.8,61,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/3KPF24AD1PE508234,
54.2,2021,Volkswagen,Jetta,S SULEV 4dr Sedan (1.4L 4cyl Turbo 8A),14998,7825,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VWC57BU4MM089384&partner=FRD_2,4859,6614,283,1562,78702,86702,0.6900000000000001,14749,-249,Black Uni,sedan,dealer,CarMax Irvine,Irvine,auto.dev,89.5,68,,2026-09-22,2,0,False,https://www.autolist.com/volkswagen-jetta#vin=3VWC57BU4MM089384,
54.1,2022,Honda,HR-V,Sport 4dr SUV (1.8L 4cyl CVT),15836,8693,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3CZRU5H1XNM726632&partner=FRD_2,6115,7818,181,1632,35427,43427,0.75,22060,6224,Unspecified,small_suv,dealer,Top Notch Auto Sales,Temecula,auto.dev,90.3,86,,2026-09-20,4,0,False,https://www.tna.la/pre-owned-cars/detail/x/1545606,
54.1,2023,Hyundai,Elantra,SEL 4dr Sedan (2.0L 4cyl CVT),18447,8115,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KMHLS4AG1PU592727&partner=FRD_2,5179,7447,185,1852,38202,46202,0.75,19561,1114,Gray,sedan,dealer,Tim Moran Hyundai Hemet,Hemet,auto.dev,88.4,98,,2026-09-20,4,0,False,https://www.autolist.com/hyundai-elantra#vin=KMHLS4AG1PU592727,
54.1,2015,Volkswagen,Jetta,"SE PZEV w/Connectivity, Navigation 4dr Sedan (1.8L 4cyl Turb",13998,7304,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VWD17AJ0FM225939&partner=FRD_2,3978,6047,500,1478,51158,59158,0.75,12936,-1062,Reflex Silver Metallic,sedan,dealer,CarMax Escondido,Escondido,auto.dev,69.6,194,,2026-09-22,2,0,False,https://www.autolist.com/volkswagen-jetta#vin=3VWD17AJ0FM225939,Pre-MQB: timing-chain tensioner history
53.9,2020,Hyundai,Elantra,SE 4dr Sedan (2.0L 4cyl CVT),16169,7537,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5NPD74LF6LH605300&partner=FRD_2,4645,6623,323,1660,33497,41497,0.75,16874,705,White,sedan,dealer,Sedano Chevrolet,Santee,auto.dev,62.9,250,,2026-09-20,4,0,False,https://www.autolist.com/hyundai-elantra#vin=5NPD74LF6LH605300,
53.9,2019,Kia,Niro,S Touring 4dr SUV (1.6L 4cyl gas/electric hybrid 6AM),17602,7989,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDCC3LC5K5282301&partner=FRD_2,4981,7142,244,1781,44172,52172,0.75,17068,-534,White,small_suv,dealer,Tuttle-Click Ford Lincoln,Irvine,auto.dev,100.0,0,,2026-09-20,4,0,False,https://www.autolist.com/kia-niro#vin=KNDCC3LC5K5282301,
53.9,2018,Hyundai,Elantra,Value Edition 4dr Sedan (2.0L 4cyl 6A),11998,7125,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KMHD84LF3JU524167&partner=FRD_2,4098,5755,534,1310,97995,105995,0.6000000000000001,11123,-875,Gray,sedan,dealer,CarMax Irvine,Irvine,auto.dev,73.2,281,,2026-09-22,2,0,False,https://www.autolist.com/hyundai-elantra#vin=KMHD84LF3JU524167,
53.8,2016,Honda,CR-V,LX 4dr SUV AWD (2.4L 4cyl CVT),12829,7748,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2HKRM4H34GH683643&partner=FRD_2,3704,6331,615,1380,138467,146467,0.46499999999999997,14298,1469,Gray,small_suv,dealer,Carz Land,San Diego,auto.dev,95.3,392,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/2HKRM4H34GH683643,
53.8,2023,Kia,Forte,LX 4dr Sedan (2.0L 4cyl CVT),16585,7593,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPF24AD8PE644554&partner=FRD_2,4743,6773,248,1695,30557,38557,0.75,18206,1621,Black,sedan,dealer,North County Ford,Vista,auto.dev,58.8,61,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/3KPF24AD8PE644554,
53.8,2022,Kia,Soul,X-Line 4dr Wagon (2.0L 4cyl CVT),13757,8201,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ23AU0N7813905&partner=FRD_2,5674,7105,257,1458,73446,81446,0.6900000000000001,14255,498,Gray,hatchback,dealer,Chula Vista Ford,Chula Vista,auto.dev,80.1,88,,2026-09-20,4,178,False,https://www.carfax.com/vehicle/KNDJ23AU0N7813905,
53.8,2016,Kia,Soul,! 4dr Wagon (2.0L 4cyl 6A),7995,6127,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJP3A50G7286252&partner=FRD_2,2844,4130,1050,974,98148,106148,0.6000000000000001,8864,869,Fathom Blue,hatchback,dealer,Hello Mazda of San Diego,San Diego,auto.dev,0.0,818,,2026-09-20,4,100,False,https://www.autolist.com/kia-soul#vin=KNDJP3A50G7286252,
53.8,2023,Nissan,Kicks,SV 4dr Hatchback (1.6L 4cyl CVT),15989,7404,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CP5CV9PL553856&partner=FRD_2,4603,6558,246,1645,60104,68104,0.75,15752,-237,Gray,hatchback,dealer,Premier Chevrolet of Carlsbad,Carlsbad,auto.dev,60.1,34,,2026-09-20,4,1,False,https://www.carfax.com/vehicle/3N1CP5CV9PL553856,
53.7,2018,Kia,Soul,+ 4dr Wagon (2.0L 4cyl 6A),11262,7326,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJP3A5XJ7593063&partner=FRD_2,4438,5891,538,1248,101799,109799,0.6000000000000001,9971,-1291,Unspecified,hatchback,dealer,ZEE Auto Consulting LLC,San Diego,auto.dev,75.5,218,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/KNDJP3A5XJ7593063,
53.7,2016,Kia,Soul,4dr Wagon (1.6L 4cyl 6M),8093,6153,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJN2A20G7343314&partner=FRD_2,2872,4175,1036,982,96282,104282,0.6000000000000001,8972,879,,hatchback,dealer,Pro Auto Signature,San Diego,auto.dev,0.0,818,,2026-09-20,4,0,False,https://www.autolist.com/kia-soul#vin=KNDJN2A20G7343314,
53.7,2020,Kia,Soul,S 4dr Wagon (2.0L 4cyl CVT),12298,6781,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ23AU1L7030539&partner=FRD_2,3982,5430,518,1335,73601,81601,0.6900000000000001,12927,629,White,hatchback,dealer,CC Auto Group,San Diego,auto.dev,25.2,378,,2026-09-20,4,85,False,https://www.autolist.com/kia-soul#vin=KNDJ23AU1L7030539,
53.7,2016,Nissan,Sentra,FE+ S 4dr Sedan (1.8L 4cyl CVT),8000,6205,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1AB7AP2GL663847&partner=FRD_2,3236,4269,959,974,86000,94000,0.6900000000000001,9125,1125,Gray,sedan,dealer,Beyer Enterprises,San Ysidro,auto.dev,0.0,270,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/3N1AB7AP2GL663847,Nissan CVT history - replacement can exceed the car's value
53.6,2016,Honda,CR-V,LX 4dr SUV (2.4L 4cyl CVT),13141,7839,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3CZRM3H32GG705605&partner=FRD_2,3777,6470,582,1406,128675,136675,0.46499999999999997,14861,1720,Black,small_suv,dealer,Xtreme Auto Group,Temecula,auto.dev,95.3,392,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/3CZRM3H32GG705605,
53.6,2022,Kia,Soul,X-Line 4dr Wagon (2.0L 4cyl CVT),17998,7990,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ23AU7N7186250&partner=FRD_2,5074,7284,202,1814,17489,25489,0.75,17502,-496,White,hatchback,dealer,CarMax Oceanside,Oceanside,auto.dev,80.1,88,,2026-09-20,4,0,False,https://www.autolist.com/kia-soul#vin=KNDJ23AU7N7186250,
53.6,2020,Subaru,Impreza,Premium 4dr Hatchback AWD (2.0L 4cyl CVT),12450,7305,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=4S3GTAV6XL3722975&partner=FRD_2,3616,5856,637,1348,128580,136580,0.46499999999999997,13360,910,Black,hatchback,dealer,XDrive,San Diego,auto.dev,65.3,85,,2026-09-20,4,0,False,https://www.autolist.com/subaru-impreza#vin=4S3GTAV6XL3722975,
53.6,2020,Nissan,Versa,SR 4dr Sedan (1.6L 4cyl CVT),13580,7658,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CN8FV8LL905533&partner=FRD_2,5217,6688,295,1443,63297,71297,0.75,12497,-1083,Black,sedan,dealer,Perry Ford National City,National City,auto.dev,77.2,64,,2026-09-23,1,0,False,https://www.carfax.com/vehicle/3N1CN8FV8LL905533,Nissan CVT history - replacement can exceed the car's value (improved 2020 redesign)
53.6,2016,Volkswagen,Golf,TSI SEL 4dr Hatchback (1.8L 4cyl Turbo 6A),10673,7434,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VW217AU0GM010175&partner=FRD_2,4241,5614,721,1199,88672,96672,0.6900000000000001,11525,852,Blue,hatchback,dealer,Mesa Luxury Imports,Irvine,auto.dev,46.2,85,,2026-09-20,4,0,False,https://www.autolist.com/volkswagen-golf#vin=3VW217AU0GM010175,Timing-chain tensioner and DSG mechatronic history; parts cost more
53.6,2018,Nissan,Kicks,SR 4dr Hatchback (1.6L 4cyl CVT),11998,6730,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CP5CU0JL542422&partner=FRD_2,3510,5273,653,1310,101717,109717,0.6000000000000001,10810,-1188,Silver,hatchback,dealer,CarMax Escondido,Escondido,auto.dev,54.2,84,,2026-09-20,4,0,False,https://www.autolist.com/nissan-kicks#vin=3N1CP5CU0JL542422,Nissan CVT history - replacement can exceed the car's value
53.5,2017,Toyota,RAV4,LE 4dr SUV (2.5L 4cyl 6A),16999,7930,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JTMZFREV1HJ145293&partner=FRD_2,4613,7154,473,1730,83419,91419,0.874,18491,1492,Blue,small_suv,dealer,Event Motoring,San Diego,auto.dev,80.3,307,,2026-09-19,5,0,False,https://www.autolist.com/toyota-rav4#vin=JTMZFREV1HJ145293,Battery hold-down/terminal fire recall 23V-734 - verify it was performed
53.5,2019,Subaru,Impreza,2.0i 4dr Sedan AWD (2.0L 4cyl CVT),8800,6252,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=4S3GKAA63K3625043&partner=FRD_2,2641,4225,1062,1041,136955,144955,0.46499999999999997,12469,3669,,sedan,dealer,Velart Car Center,San Diego,auto.dev,12.5,194,,2026-09-23,1,0,False,https://www.autolist.com/subaru-impreza#vin=4S3GKAA63K3625043,
53.5,2021,Nissan,Versa,SV 4dr Sedan (1.6L 4cyl CVT),14599,7385,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CN8EV8ML853937&partner=FRD_2,4752,6458,289,1528,76754,84754,0.6900000000000001,12311,-2288,Gun Metallic,sedan,dealer,CarMax Murrieta,Murrieta,auto.dev,85.4,31,,2026-09-20,4,0,False,https://www.autolist.com/nissan-versa#vin=3N1CN8EV8ML853937,Nissan CVT history - replacement can exceed the car's value (improved 2020 redesign)
53.4,2021,Hyundai,Elantra,SEL 4dr Sedan (2.0L 4cyl CVT),17998,7977,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5NPLM4AG9MH043555&partner=FRD_2,5074,7284,189,1814,52958,60958,0.75,16722,-1276,White,sedan,dealer,CarMax Irvine,Irvine,auto.dev,99.5,130,,2026-09-20,4,0,False,https://www.autolist.com/hyundai-elantra#vin=5NPLM4AG9MH043555,
53.3,2019,Subaru,Impreza,2.0i 4dr Hatchback AWD (2.0L 4cyl CVT),11995,7355,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=4S3GTAA69K3725872&partner=FRD_2,4685,5978,529,1310,38160,46160,0.75,16401,4406,Gray,hatchback,dealer,Vanguard Auto Sales LLC,Lakeside,auto.dev,12.5,194,,2026-09-20,4,0,False,https://www.vanguardautosales.net/pre-owned-cars/detail/x/1522675,
53.3,2023,Volkswagen,Jetta,Sport 4dr Sedan (1.5L 4cyl Turbo 8A),17685,8079,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VWBM7BU7PM036214&partner=FRD_2,5001,7172,188,1788,50610,58610,0.75,18234,549,White,sedan,dealer,National City Volkswagen,National City,auto.dev,87.1,43,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/3VWBM7BU7PM036214,
53.1,2023,Kia,Forte,LXS 4dr Sedan (2.0L 4cyl CVT),14999,7288,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPF24AD7PE647722&partner=FRD_2,4372,6200,386,1562,87791,95791,0.6900000000000001,15755,756,Gray,sedan,dealer,San Diego Auto Finder,San Diego,auto.dev,58.8,61,,2026-09-20,4,0,False,https://www.autolist.com/kia-forte#vin=3KPF24AD7PE647722,
53.1,2023,Nissan,Sentra,SV 4dr Sedan (2.0L 4cyl CVT),16080,8772,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1AB8CVXPY223797&partner=FRD_2,6198,7928,160,1653,54273,62273,0.75,17389,1309,White,sedan,dealer,Temecula Nissan,Murrieta,auto.dev,100.0,19,,2026-09-20,4,0,False,https://temeculanissan.com/inventory/Used-2023-Nissan-Sentra-SV-3N1AB8CVXPY223797-1750,
53.0,2019,Toyota,C-HR,,11415,7417,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JTNKHMBX2K1056436&partner=FRD_2,4490,5963,563,1261,105794,113794,0.6000000000000001,13617,2202,White,small_suv,dealer,aaron ford of lake elsinore,Lake Elsinore,auto.dev,66.9,107,,2026-09-20,4,388,False,https://aaronfordoflakeelsinore.com/used/Toyota/2019-Toyota-C-HR-93d74812ac185d005aaedd202a2b12ea.htm,
53.0,2023,Kia,Forte,LXS 4dr Sedan (2.0L 4cyl CVT),16665,7619,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPF24AD2PE651998&partner=FRD_2,4762,6803,248,1702,35705,43705,0.75,17986,1321,Steel Gray,sedan,dealer,Driveway,Mission Viejo,auto.dev,58.8,61,,2026-09-22,2,85,False,https://www.autolist.com/kia-forte#vin=3KPF24AD2PE651998,
52.9,2016,Toyota,Corolla,S Premium 4dr Sedan (1.8L 4cyl CVT),11585,8074,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5YFBURHEXGP514553&partner=FRD_2,4546,6625,599,1275,120327,128327,0.46499999999999997,12766,1181,Gray,sedan,dealer,Auto Advantage,Escondido,auto.dev,88.8,214,,2026-09-22,2,0,False,https://www.carfax.com/vehicle/5YFBURHEXGP514553,
52.9,2023,Hyundai,Elantra,SE 4dr Sedan (2.0L 4cyl CVT),16084,8799,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KMHLL4AG3PU596095&partner=FRD_2,6199,7930,185,1653,48545,56545,0.75,18956,2872,Gray,sedan,dealer,Carnova,San Diego,auto.dev,88.4,98,,2026-09-20,4,0,False,https://www.car-nova.com/pre-owned-cars/detail/x/1581617,
52.8,2019,Honda,HR-V,EX 4dr SUV (1.8L 4cyl CVT),14080,8253,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3CZRU5H56KM714685&partner=FRD_2,5526,7032,408,1485,90320,98320,0.6900000000000001,16940,2860,Silver,small_suv,dealer,East County Pre-Owned,El Cajon,auto.dev,85.3,234,,2026-09-20,4,0,False,https://www.eastcountypreowned.com/pre-owned-cars/detail/x/1571843,
52.8,2020,Subaru,Crosstrek,Premium 4dr SUV AWD (2.0L 4cyl 6M),18058,8058,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JF2GTACC2LG240276&partner=FRD_2,5088,7306,251,1819,62151,70151,0.75,19420,1362,Gray,small_suv,dealer,South County Lexus,Mission Viejo,auto.dev,90.5,69,,2026-09-20,4,1025,False,https://www.berkshirehathawayautomotive.com/catcher.esl?vin=JF2GTACC2LG240276&atc_ownerid=autolist&utm_source=autolist&utm_medium=referral&utm_campaign=vdp_deep_link,
52.7,2020,Mazda,CX-3,Sport 4dr SUV (2.0L 4cyl 6A),16195,8033,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JM1DKDB77L1474989&partner=FRD_2,5179,7081,275,1662,78386,86386,0.6900000000000001,16201,6,Machine Gray Metallic,small_suv,dealer,SD Mission Auto Sales,Vista,auto.dev,100.0,1,,2026-09-20,4,0,False,https://www.autolist.com/mazda-cx+3#vin=JM1DKDB77L1474989,
52.7,2023,Kia,Forte,LX 4dr Sedan (2.0L 4cyl CVT),14813,8346,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPF24AD6PE597928&partner=FRD_2,5772,7360,248,1546,24525,32525,0.75,18464,3651,Orange,sedan,dealer,Driveline Used Cars of Murrieta,Murrieta,auto.dev,58.8,61,,2026-09-23,1,135,False,https://www.drivelineca.com/pre-owned-cars/detail/x/1588005,
52.7,2023,Kia,Soul,S 4dr Wagon (2.0L 4cyl CVT),18084,7987,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ23AU6P7842781&partner=FRD_2,5094,7315,172,1821,52826,60826,0.75,16111,-1973,Black,hatchback,dealer,Value Cars Inc,National City,auto.dev,94.3,50,,2026-09-20,4,0,False,https://www.autolist.com/kia-soul#vin=KNDJ23AU6P7842781,
52.6,2018,Toyota,RAV4,LE 4dr SUV (2.5L 4cyl 6A),16576,7976,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2T3ZFREV7JW430121&partner=FRD_2,4519,6994,509,1694,104938,112938,0.76,18594,2018,Black,small_suv,dealer,DCH Kia of Temecula,Temecula,auto.dev,83.2,331,,2026-09-20,4,415,False,https://dchkiaoftemecula.com/used/Toyota/2018-Toyota-RAV4-serving-temecula-ca-7896bef9ac185ca9e7e2cb7fa7bd29fe.htm,
52.6,2019,Volkswagen,Jetta,1.4T SE 4dr Sedan (1.4L 4cyl Turbo 8A),9115,6242,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VWC57BU4KM115950&partner=FRD_2,2835,4158,948,1068,110706,118706,0.6000000000000001,10962,1847,White,sedan,dealer,Prime Auto Solution,Escondido,auto.dev,0.0,548,,2026-09-20,4,255,False,https://www.carfax.com/vehicle/3VWC57BU4KM115950,
52.5,2018,Nissan,Kicks,S 4dr Hatchback (1.6L 4cyl CVT),11746,7601,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CP5CU8JL497441&partner=FRD_2,4938,6153,534,1289,78613,86613,0.6900000000000001,11715,-31,Silver,hatchback,dealer,Kearny Mesa CDJR,San Diego,auto.dev,54.2,84,,2026-09-20,4,116,False,https://www.carfax.com/vehicle/3N1CP5CU8JL497441,Nissan CVT history - replacement can exceed the car's value
52.5,2017,Volkswagen,Golf,TSI Wolfsburg Edition 4dr Hatchback (1.8L 4cyl Turbo 6A),6910,6205,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VW217AU3HM021849&partner=FRD_2,2870,3903,1039,882,105410,113410,0.6000000000000001,10868,3958,Blue,hatchback,dealer,Easy Go Auto Sales,San Marcos,auto.dev,0.0,188,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/3VW217AU3HM021849,Timing-chain tensioner and DSG mechatronic history; parts cost more
52.4,2019,Nissan,Sentra,SV 4dr Sedan (1.8L 4cyl CVT),6950,6096,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1AB7AP4KY452855&partner=FRD_2,2884,3973,1043,886,123481,131481,0.46499999999999997,9568,2618,Super Black,sedan,dealer,VH Motorsports & Accessories,San Diego,auto.dev,0.0,222,,2026-09-20,4,0,False,https://www.autolist.com/nissan-sentra#vin=3N1AB7AP4KY452855,Nissan CVT history - replacement can exceed the car's value
52.3,2020,Mazda,CX-30,Premium 4dr SUV (2.5L 4cyl 6A),15698,7847,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3MVDMAEM7LM103391&partner=FRD_2,4536,6837,367,1621,107065,115065,0.6000000000000001,16244,546,Blue,small_suv,dealer,Top Notch Auto Sales,Temecula,auto.dev,100.0,33,,2026-09-20,4,0,False,https://www.tna.la/pre-owned-cars/detail/x/1506115,
