score,year,make,model,trim,price,net_cost_8mo,accidents,one_owner,carfax_url,loss_private,loss_instant,expected_repairs,fees,miles,miles_at_sale,liquidity,expected_price,under_market,color,body,seller_type,dealer,city,source,reliability,complaints,recalls,first_seen,days_listed,price_drop,is_new,url,reliability_note
80.3,2017,Nissan,Versa,1.6 SL 4dr Sedan (1.6L 4cyl CVT),8995,5147,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CN7AP8HL821318&partner=FRD_2,2687,4013,404,1058,53775,61775,0.75,11210,2215,Blue,sedan,dealer,North County Auto,Oceanside,auto.dev,74.0,62,,2026-09-20,4,0,False,https://www.northcountyautosales.com/cars-for-sale/Details/17e32bd9-e312-41d0-8e78-038af91b3831,Nissan CVT history - replacement can exceed the car's value
80.0,2016,Hyundai,Elantra,Value Edition 4dr Sedan (1.8L 4cyl 6A),8479,5425,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5NPDH4AE2GH711353&partner=FRD_2,2843,4040,465,1014,78972,86972,0.6900000000000001,10261,1782,White,sedan,dealer,Auto Max Inc,San Diego,auto.dev,85.3,292,,2026-09-20,4,0,False,https://www.autolist.com/hyundai-elantra#vin=5NPDH4AE2GH711353,
76.6,2018,Nissan,Versa,1.6 S Plus 4dr Sedan w/Prod. End 04/18 (1.6L 4cyl CVT),7762,5410,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CN7AP2JL878667&partner=FRD_2,3156,3990,481,954,85065,93065,0.6900000000000001,9958,2196,Unspecified,sedan,dealer,ZEE Auto Consulting LLC,San Diego,auto.dev,72.5,55,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/3N1CN7AP2JL878667,Nissan CVT history - replacement can exceed the car's value
76.1,2021,Kia,Rio,LX 4dr Sedan (1.6L 4cyl CVT),10999,5562,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPA24AD3ME393318&partner=FRD_2,3276,4618,220,1226,40974,48974,0.75,11750,751,Blue,sedan,dealer,Temecula Safi Motors,Temecula,auto.dev,87.2,15,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/3KPA24AD3ME393318,
75.4,2018,Kia,Soul,4dr Wagon (1.6L 4cyl 6M),10048,5649,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJN2A29J7581461&partner=FRD_2,3053,4274,463,1146,84068,92068,0.6900000000000001,11000,952,White,hatchback,dealer,National City Automaxx,National City,auto.dev,75.5,218,,2026-09-20,4,0,False,https://www.autolist.com/kia-soul#vin=KNDJN2A29J7581461,
75.2,2017,Kia,Rio,LX 4dr Sedan (1.6L 4cyl 6M),6565,4702,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNADM4A36H6021558&partner=FRD_2,2118,3231,578,853,106000,114000,0.6000000000000001,5374,-1191,White,sedan,dealer,TMT Motors,San Diego,auto.dev,78.1,31,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/KNADM4A36H6021558,
74.7,2020,Kia,Forte,LXS 4dr Sedan (2.0L 4cyl CVT),10855,5818,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPF24AD6LE191335&partner=FRD_2,3242,4566,376,1214,84227,92227,0.6900000000000001,12995,2140,White,sedan,dealer,Premier Kia Carlsbad,Carlsbad,auto.dev,78.8,75,,2026-09-20,4,1213,False,https://www.carfax.com/vehicle/3KPF24AD6LE191335,
74.6,2016,Volkswagen,Jetta,1.4T S w/Technology 4dr Sedan (1.4L 4cyl Turbo 6A),9885,5944,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VW267AJ1GM380932&partner=FRD_2,3015,4455,496,1132,67846,75846,0.75,12303,2418,Black,sedan,dealer,West Coast Auto Finance,San Marcos,auto.dev,69.7,161,,2026-09-20,4,0,False,https://www.autolist.com/volkswagen-jetta#vin=3VW267AJ1GM380932,Pre-MQB: timing-chain tensioner history
74.2,2020,Hyundai,Veloster,2.0 Premium 3dr Hatchback (2.0L 4cyl 6A),9999,6053,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KMHTG6AFXLU022109&partner=FRD_2,3042,4500,417,1142,108805,116805,0.6000000000000001,12950,2951,Chalk White,hatchback,dealer,Baldwin Auto Sales,Escondido,auto.dev,90.9,24,,2026-09-20,4,0,False,https://www.autolist.com/hyundai-veloster#vin=KMHTG6AFXLU022109,
73.1,2016,Hyundai,Elantra,Value Edition 4dr Sedan (1.8L 4cyl 6A),9413,5647,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KMHDH4AE2GU583746&partner=FRD_2,2905,4273,513,1093,91443,99443,0.6900000000000001,9531,118,Silver,sedan,dealer,Toyota Carlsbad,Carlsbad,auto.dev,85.3,292,,2026-09-20,4,0,False,https://toyotacarlsbad.com/used/Hyundai/2016-Hyundai-Elantra-91213427ac180edff824bb3bbfc4caaa.htm,
72.3,2015,Nissan,Sentra,S 4dr Sedan (1.8L 4cyl 6M),6000,4886,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1AB7AP1FY215150&partner=FRD_2,1986,2998,859,806,109772,117772,0.6000000000000001,6778,778,Silver,sedan,dealer,VH Motorsports,San Diego,auto.dev,50.0,,,2026-09-20,4,0,False,https://www.autolist.com/nissan-sentra#vin=3N1AB7AP1FY215150,
72.2,2021,Nissan,Versa,S 4dr Sedan (1.6L 4cyl 5M),8499,5441,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CN8BV0ML852625&partner=FRD_2,2571,4099,470,1016,124163,132163,0.46499999999999997,9478,979,Super Black,sedan,dealer,Siry Auto,San Diego,auto.dev,85.4,31,,2026-09-20,4,500,False,https://www.autolist.com/nissan-versa#vin=3N1CN8BV0ML852625,Nissan CVT history - replacement can exceed the car's value (improved 2020 redesign)
72.1,2019,Nissan,Versa,S 4dr Sedan (1.6L 4cyl 5M),8995,5874,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CN7AP3KL874855&partner=FRD_2,3571,4543,439,1058,89859,97859,0.6900000000000001,10291,1296,Silver,sedan,dealer,Prime Auto Imports,San Diego,auto.dev,78.0,24,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/3N1CN7AP3KL874855,Nissan CVT history - replacement can exceed the car's value
71.9,2021,Toyota,Prius Prime,LE 4dr Hatchback (1.8L 4cyl gas/electric plug-in hybrid CVT),12999,6233,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JTDKAMFP2M3184864&partner=FRD_2,3571,5194,298,1394,84500,92500,0.8280000000000001,12999,0,Magnetic Gray Metallic,hatchback,dealer,Babaz Motors,San Diego,auto.dev,91.0,10,,2026-09-19,5,0,False,https://www.autolist.com/toyota-prius+prime#vin=JTDKAMFP2M3184864,
71.9,2019,Kia,Soul,! 4dr Wagon (1.6L 4cyl Turbo 7AM),11485,6024,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJX3AA1K7642276&partner=FRD_2,3390,4794,381,1267,84170,92170,0.6900000000000001,11654,169,Gray,hatchback,dealer,SIRY MOTORS,San Diego,auto.dev,86.1,136,,2026-09-20,4,0,False,https://www.autolist.com/kia-soul#vin=KNDJX3AA1K7642276,
71.7,2020,Volkswagen,Jetta,R-Line SULEV 4dr Sedan (1.4L 4cyl Turbo 8A),12084,6352,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VWC57BU1LM093665&partner=FRD_2,3530,5010,320,1317,85327,93327,0.6900000000000001,13580,1496,Black,sedan,dealer,Honor GMC,National City,auto.dev,94.3,52,,2026-09-20,4,0,False,https://honorgmc.com/inventory/Used-2020-Volkswagen-Jetta-1_4T_S-3VWC57BU1LM093665,
71.4,2016,Hyundai,Elantra,Value Edition 4dr Sedan (1.8L 4cyl 6A),10065,6085,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5NPDH4AE9GH709695&partner=FRD_2,3383,4792,446,1147,73953,81953,0.6900000000000001,10555,490,Silver,sedan,dealer,Vista Auto Sales,Vista,auto.dev,85.3,292,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/5NPDH4AE9GH709695,
70.8,2016,Kia,Forte,EX 4dr Sedan (2.0L 4cyl 6A),4999,5264,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNAFZ4A83G5574419&partner=FRD_2,2543,3337,779,722,118148,126148,0.46499999999999997,7659,2660,Unspecified,sedan,dealer,West Auto Hub LLC,San Diego,auto.dev,61.4,3,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/KNAFZ4A83G5574419,"only 3 NHTSA records against a model median of 71 - treated as a data gap, not a clean year"
70.4,2016,Kia,Forte,LX 4dr Sedan (1.8L 4cyl 6M),9489,5643,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNAFK4A68G5613119&partner=FRD_2,2922,4302,525,1099,65859,73859,0.75,9898,409,Gray,sedan,dealer,VIP Autos,San Diego,auto.dev,61.4,3,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/KNAFK4A68G5613119,"only 3 NHTSA records against a model median of 71 - treated as a data gap, not a clean year"
70.1,2019,Hyundai,Elantra,Value Edition 4dr Sedan (2.0L 4cyl 6A),8995,6241,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5NPD84LF0KH436211&partner=FRD_2,3571,4738,520,1058,104250,112250,0.6000000000000001,11744,2749,Blue,sedan,dealer,Easy Go Auto Sales,San Marcos,auto.dev,73.8,250,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/5NPD84LF0KH436211,
68.6,2020,Kia,Forte,FE 4dr Sedan (2.0L 4cyl 6M),9080,6616,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPF24AD8LE175475&partner=FRD_2,4092,5181,429,1065,97071,105071,0.6000000000000001,12445,3365,Silver,sedan,dealer,Guardians Auto,Lemon Grove,auto.dev,78.8,75,,2026-09-20,4,0,False,https://www.autolist.com/kia-forte#vin=3KPF24AD8LE175475,
68.5,2017,Volkswagen,Jetta,1.4T S 4dr Sedan (1.4L 4cyl Turbo 6A),10105,6126,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VW2B7AJ9HM290408&partner=FRD_2,3067,4541,561,1151,90386,98386,0.6900000000000001,11218,1113,Black,sedan,dealer,Anytime 2Buy Auto LLC,Oceanside,auto.dev,69.0,159,,2026-09-20,4,0,False,https://www.autolist.com/volkswagen-jetta#vin=3VW2B7AJ9HM290408,Pre-MQB: timing-chain tensioner history
68.3,2022,Kia,Soul,X-Line 4dr Wagon (2.0L 4cyl CVT),12662,6650,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ23AU7N7158612&partner=FRD_2,4080,5572,260,1366,74318,82318,0.6900000000000001,14204,1542,White,hatchback,dealer,Dalton Toyota National City,National City,auto.dev,80.1,88,,2026-09-20,4,0,False,https://www.subarudalton.com/used-National+City-2022-Kia-Soul-LX-KNDJ23AU7N7158612,
68.3,2016,Subaru,Crosstrek,2.0i Premium PZEV 4dr SUV AWD (2.0L 4cyl 5M),9450,6037,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JF2GPABC6G9277430&partner=FRD_2,2914,4516,669,1096,104155,112155,0.6000000000000001,12850,3400,Black,small_suv,dealer,Ameer Autos,San Diego,auto.dev,68.1,131,,2026-09-20,4,0,False,https://www.autolist.com/subaru-xv+crosstrek#vin=JF2GPABC6G9277430,FB-series oil consumption; check consumption history
67.8,2017,Subaru,Impreza,2.0i 4dr Sedan AWD (2.0L 4cyl CVT),9043,5959,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=4S3GKAA62H3605603&partner=FRD_2,2818,4349,736,1062,109433,117433,0.6000000000000001,12450,3407,Gray,sedan,dealer,Top Quality Motors,Escondido,auto.dev,54.6,125,,2026-09-20,4,0,False,https://www.autolist.com/subaru-impreza#vin=4S3GKAA62H3605603,
67.7,2022,Hyundai,Elantra,SE 4dr Sedan (2.0L 4cyl CVT),13075,6742,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5NPLL4AG8NH056916&partner=FRD_2,3761,5690,298,1400,102988,110988,0.6000000000000001,14781,1706,White,sedan,dealer,Top Notch Auto Sales,Temecula,auto.dev,100.0,100,,2026-09-20,4,0,False,https://www.tna.la/pre-owned-cars/detail/x/1505557,
67.7,2022,Kia,Soul,X-Line 4dr Wagon (2.0L 4cyl CVT),12815,6699,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ23AU8N7176343&partner=FRD_2,4120,5631,256,1378,73103,81103,0.6900000000000001,14275,1460,Black,hatchback,dealer,Toyota Carlsbad,Carlsbad,auto.dev,80.1,88,,2026-09-20,4,3773,False,https://toyotacarlsbad.com/used/Kia/2022-Kia-Soul-00aa22efac18341fab2e75cbea01157b.htm,
67.7,2016,Subaru,Impreza,2.0i PZEV 4dr Hatchback AWD (2.0L 4cyl CVT),9977,6258,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JF1GPAA69GH216921&partner=FRD_2,3037,4733,701,1140,103396,111396,0.6000000000000001,12132,2155,Blue,hatchback,dealer,Carco Sales & Finance,Poway,auto.dev,62.4,75,,2026-09-20,4,0,False,https://www.autolist.com/subaru-impreza#vin=JF1GPAA69GH216921,FB-series oil consumption; 2017+ redesign is the one to buy
67.4,2023,Kia,Soul,LX 4dr Wagon (2.0L 4cyl CVT),14499,6897,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ23AU8P7198927&partner=FRD_2,4255,6019,206,1520,69751,77751,0.75,15129,630,Gravity Gray,hatchback,dealer,Enterprise Car Sales Kearny Mesa,San Diego,auto.dev,94.3,50,,2026-09-20,4,0,False,https://www.autolist.com/kia-soul#vin=KNDJ23AU8P7198927,
67.3,2018,Toyota,Corolla,XLE 4dr Sedan (1.8L 4cyl CVT),12910,7493,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2T1BURHE1JC000226&partner=FRD_2,4991,6387,296,1386,63055,71055,0.75,16240,3330,Silver,sedan,dealer,Easy Go Auto Sales,San Marcos,auto.dev,96.3,133,,2026-09-23,1,0,False,https://www.carfax.com/vehicle/2T1BURHE1JC000226,
67.3,2023,Kia,Soul,S 4dr Wagon (2.0L 4cyl CVT),14985,7015,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ23AU8P7196420&partner=FRD_2,4369,6195,172,1561,55545,63545,0.75,15953,968,Gray,hatchback,dealer,SIRY MOTORS,San Diego,auto.dev,94.3,50,,2026-09-20,4,0,False,https://www.autolist.com/kia-soul#vin=KNDJ23AU8P7196420,
67.3,2022,Nissan,Kicks,S 4dr Hatchback (1.6L 4cyl CVT),14999,7034,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CP5BV2NL483065&partner=FRD_2,4372,6200,186,1562,27873,35873,0.75,16353,1354,Gun Metallic,hatchback,dealer,Carzaar Auto Sales,Temecula,auto.dev,88.0,22,,2026-09-20,4,0,False,https://www.autolist.com/nissan-kicks#vin=3N1CP5BV2NL483065,Nissan CVT history - replacement can exceed the car's value
67.2,2022,Kia,Soul,X-Line 4dr Wagon (2.0L 4cyl CVT),13986,6609,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ23AU3N7823392&partner=FRD_2,3975,5698,224,1477,65391,73391,0.75,14722,736,Gray,hatchback,dealer,Laguna Niguel Cadillac GMC,Laguna Niguel,auto.dev,80.1,88,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/KNDJ23AU3N7823392,
67.0,2017,Hyundai,Veloster,Turbo R-Spec 3dr Hatchback w/Red Interior (1.6L 4cyl Turbo 6,11080,7216,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KMHTC6AE3HU314078&partner=FRD_2,4377,5806,373,1233,35159,43159,0.75,13940,2860,Black,hatchback,dealer,360 AUTO SALES INC,El Cajon,auto.dev,81.8,50,,2026-09-20,4,0,False,https://www.autolist.com/hyundai-veloster+turbo#vin=KMHTC6AE3HU314078,
66.7,2015,Honda,Civic,LX 4dr Sedan (1.8L 4cyl CVT),11118,7188,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2HGFB2F51FH542880&partner=FRD_2,4390,5823,526,1236,86326,94326,0.6900000000000001,14753,3635,Gray,sedan,dealer,Mesa Luxury Imports,Irvine,auto.dev,85.4,380,,2026-09-22,2,0,False,https://www.carfax.com/vehicle/2HGFB2F51FH542880,
66.7,2016,Hyundai,Elantra,Value Edition 4dr Sedan (1.8L 4cyl 6A),10713,6333,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5NPDH4AE5GH756352&partner=FRD_2,3557,5062,457,1202,76861,84861,0.6900000000000001,10385,-328,Blue,sedan,dealer,Toyota Carlsbad,Carlsbad,auto.dev,85.3,292,,2026-09-20,4,0,False,https://toyotacarlsbad.com/used/Hyundai/2016-Hyundai-Elantra-48d1e459ac18090da9ed9f9dc4cf96cc.htm,
66.7,2021,Nissan,Versa,S 4dr Sedan (1.6L 4cyl 5M),14080,6678,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CN8BV4ML808756&partner=FRD_2,4157,5868,225,1485,31325,39325,0.75,15026,946,Silver,sedan,dealer,East County Pre-Owned,El Cajon,auto.dev,85.4,31,,2026-09-20,4,0,False,https://www.eastcountypreowned.com/pre-owned-cars/detail/x/1465564,Nissan CVT history - replacement can exceed the car's value (improved 2020 redesign)
66.5,2015,Honda,Civic,LX 4dr Sedan (1.8L 4cyl CVT),9995,6649,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=2HGFB2F56FH552031&partner=FRD_2,3041,5065,722,1142,137526,145526,0.46499999999999997,13263,3268,Blue,sedan,dealer,Good Guys Auto Sales,San Diego,auto.dev,85.4,380,,2026-09-22,2,0,False,https://www.autolist.com/honda-civic#vin=2HGFB2F56FH552031,
66.4,2020,Volkswagen,Jetta,R-Line SULEV 4dr Sedan (1.4L 4cyl Turbo 8A),11785,6580,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VWC57BU1LM105068&partner=FRD_2,3460,5191,375,1292,101287,109287,0.6000000000000001,12347,562,Black,sedan,dealer,SIRY MOTORS,San Diego,auto.dev,94.3,52,,2026-09-20,4,0,False,https://www.autolist.com/volkswagen-jetta#vin=3VWC57BU1LM105068,
65.6,2021,Volkswagen,Jetta,S SULEV 4dr Sedan (1.4L 4cyl Turbo 8A),14168,7020,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VWC57BU6MM087331&partner=FRD_2,4177,5900,233,1492,65234,73234,0.75,15790,1622,Black,sedan,dealer,LDA Motors,Perris,auto.dev,89.5,68,,2026-09-20,4,0,False,https://www.autolist.com/volkswagen-jetta#vin=3VWC57BU6MM087331,
65.4,2016,Toyota,Camry,XSE 4dr Sedan (2.5L 4cyl 6A),12097,7585,1,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=4T4BF1FK1GR581535&partner=FRD_2,4718,6284,355,1318,61981,69981,0.75,17317,5220,Beige,sedan,dealer,Santa Motor CA INC,El Cajon,auto.dev,95.3,188,,2026-09-20,4,0,False,https://www.autolist.com/toyota-camry#vin=4T4BF1FK1GR581535,
65.4,2019,Kia,Soul,+ 4dr Wagon (2.0L 4cyl 6A),10996,6631,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJP3A59K7668532&partner=FRD_2,3812,5326,426,1226,96188,104188,0.6000000000000001,10957,-39,White,hatchback,dealer,Toyota Chula Vista,Chula Vista,auto.dev,86.1,136,,2026-09-20,4,265,False,https://www.autolist.com/kia-soul#vin=KNDJP3A59K7668532,
65.4,2022,Kia,Soul,LX 4dr Wagon (2.0L 4cyl CVT),14599,6924,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ23AU4N7160494&partner=FRD_2,4278,6055,202,1528,50302,58302,0.75,15598,999,Snow White Pearl,hatchback,dealer,Perris Valley Kia,Perris,auto.dev,80.1,88,,2026-09-20,4,0,False,https://www.autolist.com/kia-soul#vin=KNDJ23AU4N7160494,
65.2,2018,Kia,Niro,EX 4dr SUV (1.6L 4cyl gas/electric hybrid 6AM),12010,6563,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDCC3LC9J5139835&partner=FRD_2,3513,5278,401,1311,100297,108297,0.6000000000000001,13281,1271,White,small_suv,dealer,Tuttle Click Mazda,Irvine,auto.dev,100.0,0,,2026-09-23,1,0,False,https://www.autolist.com/kia-niro#vin=KNDCC3LC9J5139835,
64.8,2016,Toyota,Camry,XSE 4dr Sedan (2.5L 4cyl 6A),10910,7101,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=4T4BF1FK7GR539838&partner=FRD_2,3255,5473,611,1218,137215,145215,0.46499999999999997,14141,3231,Silver,sedan,dealer,Easy Go Auto Sales,San Marcos,auto.dev,95.3,188,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/4T4BF1FK7GR539838,
64.7,2015,Mazda,CX-5,Touring 4dr SUV (2.5L 4cyl 6A),9810,6719,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=JM3KE2CYXF0466008&partner=FRD_2,3950,5208,452,1126,,,0.5625,,,Black,small_suv,dealer,Tuttle Click Mazda,Irvine,auto.dev,100.0,133,,2026-09-20,4,1089,False,https://www.autolist.com/mazda-cx+5#vin=JM3KE2CYXF0466008,
64.7,2020,Hyundai,Accent,SE 4dr Sedan (1.6L 4cyl CVT),13599,6866,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPC24A60LE106946&partner=FRD_2,4330,5937,256,1444,72351,80351,0.6900000000000001,12968,-631,Urban Gray,sedan,dealer,CarMax Murrieta,Murrieta,auto.dev,100.0,12,,2026-09-20,4,0,False,https://www.autolist.com/hyundai-accent#vin=3KPC24A60LE106946,
64.4,2022,Hyundai,Elantra,SEL 4dr Sedan (2.0L 4cyl CVT),14876,7099,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5NPLM4AG4NH066324&partner=FRD_2,4343,6156,235,1552,83488,91488,0.6900000000000001,15922,1046,Blue,sedan,dealer,DCH Kia of Temecula,Temecula,auto.dev,100.0,100,,2026-09-20,4,115,False,https://dchkiaoftemecula.com/used/Hyundai/2022-Hyundai-Elantra-serving-temecula-ca-1198fd62ac181bbdf7ea8270c41774ca.htm,
64.4,2020,Volkswagen,Jetta,R-Line SULEV 4dr Sedan (1.4L 4cyl Turbo 8A),14295,7083,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VWC57BU8LM080931&partner=FRD_2,4207,5946,256,1503,66755,74755,0.75,15015,720,Gray,sedan,dealer,Honda of Escondido,Escondido,auto.dev,94.3,52,,2026-09-20,4,1700,False,https://www.carfax.com/vehicle/3VWC57BU8LM080931,
64.4,2021,Volkswagen,Jetta,SE SULEV 4dr Sedan (1.4L 4cyl Turbo 8A),10584,6599,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VWC57BU1MM031684&partner=FRD_2,3179,5070,436,1191,120723,128723,0.46499999999999997,11502,918,White,sedan,dealer,Baldwin Auto Sales,Escondido,auto.dev,89.5,68,,2026-09-20,4,900,False,https://www.autolist.com/volkswagen-jetta#vin=3VWC57BU1MM031684,
64.2,2022,Kia,Forte,FE 4dr Sedan (2.0L 4cyl CVT),14080,7240,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3KPF24AD5NE432109&partner=FRD_2,4613,6256,218,1485,77969,85969,0.6900000000000001,15205,1125,Blue,sedan,dealer,360 AUTO SALES INC,El Cajon,auto.dev,100.0,26,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/3KPF24AD5NE432109,
64.1,2023,Nissan,Versa,S 4dr Sedan (1.6L 4cyl 5M),12862,6621,0,True,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CN8BV8PL832465&partner=FRD_2,4133,5649,268,1382,75973,83973,0.6900000000000001,13596,734,Gray,sedan,dealer,Mossy Nissan Chula Vista,Chula Vista,auto.dev,79.7,37,,2026-09-20,4,0,False,https://www.autolist.com/nissan-versa#vin=3N1CN8BV8PL832465,
63.9,2017,Volkswagen,Jetta,1.4T S 4dr Sedan (1.4L 4cyl Turbo 6A),7999,5964,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3VW2B7AJ8HM283157&partner=FRD_2,2454,4084,726,974,126710,134710,0.46499999999999997,8411,412,White,sedan,dealer,The Truck & SUV Center,Escondido,auto.dev,69.0,159,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/3VW2B7AJ8HM283157,Pre-MQB: timing-chain tensioner history
63.8,2020,Nissan,Versa,SV 4dr Sedan (1.6L 4cyl CVT),12080,6132,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=3N1CN8EV2LL920840&partner=FRD_2,3529,5009,407,1317,90032,98032,0.6900000000000001,10899,-1181,Black,sedan,dealer,Karz Plus-Escondido,Escondido,auto.dev,77.2,64,,2026-09-20,4,0,False,https://www.autolist.com/nissan-versa#vin=3N1CN8EV2LL920840,Nissan CVT history - replacement can exceed the car's value (improved 2020 redesign)
63.2,2020,Hyundai,Ioniq,Limited 4dr Hatchback (1.6L 4cyl gas/electric hybrid 6AM),11137,6994,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KMHC05LC3LU232522&partner=FRD_2,4397,5593,401,1238,86489,94489,0.6900000000000001,16094,4957,White,hatchback,dealer,Ariana Motors,Temecula,auto.dev,75.0,0,,2026-09-20,4,1000,False,https://www.arianamotorsonline.com/pre-owned-cars/detail/x/1569538,
63.1,2019,Hyundai,Elantra,Value Edition 4dr Sedan (2.0L 4cyl 6A),11105,6723,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5NPD84LF9KH434327&partner=FRD_2,3843,5373,476,1235,93999,101999,0.6000000000000001,12344,1239,Gray,sedan,dealer,Anytime 2Buy Auto LLC,Oceanside,auto.dev,73.8,250,,2026-09-22,2,0,False,https://www.autolist.com/hyundai-elantra#vin=5NPD84LF9KH434327,
63.0,2022,Kia,Soul,LX 4dr Wagon (2.0L 4cyl CVT),11299,7171,1,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ23AU5N7165400&partner=FRD_2,4450,5908,367,1251,100716,108716,0.6000000000000001,12672,1373,Snow White Pearl,hatchback,dealer,Baldwin Auto Sales,Escondido,auto.dev,80.1,88,,2026-09-20,4,0,False,https://www.autolist.com/kia-soul#vin=KNDJ23AU5N7165400,
63.0,2022,Kia,Soul,X-Line 4dr Wagon (2.0L 4cyl CVT),14699,6966,,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=KNDJ23AUXN7159740&partner=FRD_2,4302,6092,212,1537,62420,70420,0.75,14895,196,White,hatchback,dealer,San Diego Auto Finder,San Diego,auto.dev,80.1,88,,2026-09-20,4,0,False,https://www.autolist.com/kia-soul#vin=KNDJ23AUXN7159740,
62.9,2018,Hyundai,Elantra,Limited SULEV 4dr Sedan (2.0L 4cyl 6A),8995,6437,0,False,https://www.carfax.com/VehicleHistory/p/Report.cfx?vin=5NPD84LF6JH295515&partner=FRD_2,3350,4825,622,1058,118184,126184,0.46499999999999997,9940,945,Gray,sedan,dealer,Ridenow Auto Group,Chula Vista,auto.dev,73.2,281,,2026-09-20,4,0,False,https://www.carfax.com/vehicle/5NPD84LF6JH295515,
